rxcui,drug_name,eii_score,eii_rank,eii_percentile,eii_tier,ehi_v6_score,ai_readiness_score,claims_readiness_score,clinical_semantics_score,knowledge_graph_score,explainability_score,eii_framework_version,eii_weighting_method
220206,Tempra 3,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220207,Tempra Quicklets,85.1328,5505,81.713793,Operationally Relevant,73.4428,86.5,82.0,90.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220208,Ten-K,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220209,Tenake,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220210,Tencet,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220211,Tencon,87.9272,3455,88.532125,Enterprise High,77.7574,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220215,Tenuate,87.843,3573,88.145493,Enterprise High,77.4766,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220217,Terak,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220218,Teramine,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220219,Terazol 3,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220220,Terazol 7,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220222,Terramycin IM,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220223,Terramycin with Polymyxin B Sulfate,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220224,Tessalon Perles,83.159,6124,79.674432,Operationally Relevant,70.1967,82.5,78.0,94.0,100.0,98.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220225,Testamone-100,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220226,Testoderm,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220227,Testolin,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220228,Testomar,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220229,Testro,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220230,Testro AQ,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220236,Tetrasine,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220238,Texacort,88.1141,3219,89.292115,Enterprise High,78.3802,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220239,Thalomid,85.522,5272,82.506969,Operationally Relevant,74.74,86.5,82.0,90.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220241,Theo G,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220242,Theo-Time,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220243,Theo-X,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220246,Theoclear-80,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220247,Theocon,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220248,Theocon Elixir,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220251,Theolate,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220252,Theomar G.G.,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220254,Theophyll-GG,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220255,Theosol-80,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220260,Thera-Flur-N,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220262,TheraTears,73.5636,9053,69.95221,Operationally Relevant,64.462,77.5,73.0,66.5,100.0,78.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220264,Theracort,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220280,Theramycin,87.9297,3442,88.57195,Enterprise High,77.7657,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220281,Therapeutic brand of coal tar,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220295,Therevac Plus,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220297,Thermazene,84.5822,5688,81.123059,Operationally Relevant,70.8572,83.5,79.0,98.5,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220298,Thermotabs,85.724,5183,82.802336,Operationally Relevant,75.4134,86.5,82.0,90.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220301,Thiosulfil Forte,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220303,Threostat,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220305,Thrombate III,80.2978,7218,76.04706,Operationally Relevant,68.9927,82.5,78.0,82.0,100.0,91.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220306,Thrombogen,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220307,Thybine,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220309,Tiazac,87.7392,3730,87.619474,Enterprise High,77.1306,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220311,Tija,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220319,Tin-Ben,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220322,Tinactin,79.9506,7397,75.44471,Operationally Relevant,67.9187,81.5,77.0,83.5,100.0,92.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220324,Tinaspore,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220325,Ting,8.6395,23417,11.145958,Foundational,17.9649,0.0,15.0,0.0,0.0,10.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220326,Tis-U-Sol,84.8628,5593,81.441657,Operationally Relevant,75.0426,86.5,82.0,85.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220327,Titralac,85.5415,5263,82.5302,Operationally Relevant,74.8051,86.5,82.0,90.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
220329,Tobi,87.6218,3936,86.940794,Enterprise High,76.7392,86.5,82.0,100.0,100.0,100.0,H3A10E_EII_MASTER_V1,"Transparent weighted framework combining healthcare importance, AI readiness, claims readiness, clinical semantics, knowledge graph maturity, and explainability."
